,Date,Place,Address,City,State,County,Neighborhood,category,Note ,Score,anything special,alcohol,smoking,eat in,bathroom,parking,cash only,sizes,cost,roll,who's,roll s,meat ,meat s,cheese,cheese s,extras,extras s,overall,overall s,SCORE,Unnamed: 31,Instagram,YouTube,location,geo,latitude,longitude
431,11/22/2019,Dominic's Meat & Deli,10th St,Marcus Hook,PA,Delaware County,,Deli/sandwich shop,"Where have you been my whole life!! $5.36 after tax in easily top 10 meat. I guess the ‘meat’ in Dominic's Meat and Deli should have let me know that this was going to be good meat. This was good meat. All of you cheesesteak aficionados (roll, meat & cheese) put Dominic's Meat and Deli on your list. It was small but it was $5.36 after taxes. Well worth it. I was going to take my Cheesesteak and eat down by the Pirate house by the Delaware river but they were filming a movie or something so the roads were blocked off. Who knew Marcus Hook is the epicenter of The Cheesesteak universe and they're making movies!! Go Marcus Hook!!  PS 3rd generation owner.",91,,no,no,no,no,no,?,1,$5.36 after tax,good roll but everything is amazing,?,17,meat was easily top 10.  great flavor and texture,20,good amount?  great melt,18,this CS did not need any extras,17,I love this place.  Very nice 3rd generation young man.  $5.36 aftert tax and you get top 10 meat.  go on a nice day and have a picnic down by the pirate house and delaware river,19,91,,,,"10th St, Marcus Hook PA","10th Street, Marcus Hook, Pennsylvania 19061, United States",39.8215614417926,-75.4130395492745
432,11/23/2019,Marco's,490 Conchester Hwy,Aston,PA,Delaware County,,pizza shop,"I think I love Marco’s. Marco’s sold a lot of food while we sat there waiting for a cheesesteak. I saw they offer garlic bread on a different cheesesteak so I asked for it on my all-in cheesesteak, no problem. Did not even flinch. You have to love that. It was a very good cheesesteak. It had a lot going on, fried onions, mushrooms, peppers and pepperoni. Everything work great together. Very good overall experience. I don't think they had a bathroom. This always makes me wonder especially when you have tables. The good news is if you don't live in the area you got 2 breweries where you can eat your Cheesesteak. We ate our cheesesteak at 2SP Brewing and they went to Aston Abby to get some growlers for Thanksgiving.",90,Marco's all in CS on garlic Bread,no,no,yes,no,yes,no,1,$10.49,"Garlic bread, very nice",?,19,"good meat, good amount, role player?????",18,"good amount and melt, complementary player vs roleplayer?????",17,"good amount, flavor and mix",18,"10.49, nice price. nice menu. helpful, busy people.   ",18,90,,,,"490 Conchester Hwy, Aston PA","490 Conchester Hwy, Upper Chichester, Pennsylvania 19014, United States",39.84958,-75.42794
433,11/23/2019,Mel's Pizza Eatery,3510 Concord Rd,Aston,PA,Delaware County,,Pizza shop,"I had a very good feeling about Mel’s as soon as we walked in. It appeared that Mel was back there training some new employees. The place was clean and organized. I got a good feeling about Mel's. I decided to get the ultimate cheesesteak. The ultimate cheesesteak is a filet mignon cheesesteak. It has a $16.95 price tag. That should have been a flashing red beacon of ‘Jim don't get this cheesesteak.’ The meat was very good. I repeat, the meat was very good. I don't think the other stuff worked with the meat. The roll was pretty traditional. It had a Mel made cheesy combination of American cheese and Wiz, I thought this was too much. I think the great meat only needed complementary pieces. We took our Cheesesteak to 2SP Brewing Company. Next time we'll go straight to Aston Abbey. How can you dislike very good filet mignon?",86,Filet mignon CS,no,no,yes,?,yes'ish,no,1,$16.95,very standard,?,17,filet mignon,19,american cheese and wiz combo unfortunately I don't think it worked with this CS,18,good fried onions,17,$16.95 and I don't think the ingredients complemented each other,15,86,,,,"3510 Concord Rd, Aston PA","3510 Concord Rd, Aston, Pennsylvania 19014, United States",39.86776,-75.42503
434,11/24/2019,Arion Pizza,219 MacDade Blvd,Darby,PA,Delaware County,,Pizza shop,"Good solid pizza shop cheesesteak. Big roll that hid a sneaky good amount of good meat. I felt good enough about Arion to buy the chocolate chip cookies before I ate my cheesesteak. Good amount and melt of cheese. Takeout only. $8.40, can hate that. Not much more to say than a good solid pizza shop cheesesteak.",86,,no,no,no,don't it,no,no,1,$8.40,standard roll,?,17,surpriselying good amount of meat.  good taste,18,good amount and melt,17,good solid extras.  nice complement,17,i liked the look of Arion soo much I got some chocolate chip cookies.,17,86,,,,"219 MacDade Blvd, Darby PA","219 Macdade Blvd, Collingdale, Pennsylvania 19023, United States",39.91544,-75.26609
435,11/24/2019,Sciarrino's,4 Chester Pike,Darby,PA,Delaware County,,Pizza shop,"92 out of 100, all day long. When a rider recommended Sciarrino's I was worried it was just their neighborhood spot. Holy mackerel! I got the special cheesesteak. it comes with fried onions, mushrooms, green peppers and sauce. Look at the pictures, watch the video this is how you put sauce on a cheesesteak. Look at the pictures, watch the video if you're going to melt your cheese on top of the cheesesteak this is how you melt the cheese on top of the cheesesteak. This Cheesesteak is top-notch but I would make sure you have a place to eat it. Sidebar - I do score every Cheesesteak I eat. On my website is my spreadsheet of every Cheesesteak I've had, my notes and their score. PS 439 different cheesesteaks to date.",92,,no,no,1 table ,IDK,no,no,1,$8.45,Standard roll with a real nice toast,Amaroso,19,very good meat.  very edible.  could always use more good meat,18,wonderful amount of melted heaven,19,perfect blend of extras.  no superstars no duds,19,"price, quality, amount, love this place.  amenitites leave a lot to be desired.  have a place to eat your CS",17,92,,,,"4 Chester Pike, Darby PA","4 Chester Pike, Darby, Pennsylvania 19023, United States",39.91816,-75.26273
436,11/25/2019,Nudy's Cafe,309 Lancaster Ave,Malvern,PA,Chester county,,restaurant,"I loved Nudy’s, I did not love Nudy's. The Cheesesteak had a flavor that I loved and I am not sure what the flavor was. I have some guesses. They were still serving breakfast and it tasted like pancake. Or they may have toasted the roll on the grill for a little bit. Or it could have been the Cheddar Cheese. That is correct, I went rogue and got cheddar cheese. I am now a cheddar cheese fan. It did not have a good melt but it worked and I liked it. The cheesesteak came with french fries and I was in Malvern so I didn't hate the $10.59. But $2.59 for an iced tea, are you kidding me?? I am pretty sure I had a good overall experience at Nudy’s.",87,,no,no,yes,yes,yes,no,1,10.29 w/fries,"good, it had toast on it or some ind of flavor",?,18,"good meat, finely chopped and kept falling out of roll",17,"cheddar, i went rougue and glad I did. bad melt but it worked some how",18,came with fries ,17,nice place in nice area so i guees I didn't mind $10.29 (with fries) but $2.59 for an ice tea??????,17,87,,,,"309 Lancaster Ave, Malvern PA","309 Lancaster Avenue, Malvern, Pennsylvania 19355, United States",40.04035,-75.548988
437,11/27/2019,Fat Louie's,132 E Red Bank Ave,Woodbury,NJ,Gloucester County,,pizza shop,"I am very perplexed by Fat Louie's. I was at Fat Louie’s so I got the Fat Louie. The Fat Louie comes with, Louie’s fries, fried mozzarella, chopped bacon, marinara and Wiz. This was a lot more than a cheesesteak. This is good. It all worked together. I didn't get a good look at the menu before ordering and now after reviewing the menu I think at fat Louie's building at your own Fat Sandwich is the way to go. Seeded Liscio’s roll, you have to love that. I’m thinking Fat Louie's is the place you go when you want more than roll, meat and cheese. Very good overall experience.",88,,no,no,yes,yes,yes,no,1,$9.99 fat louie,seeded roll amazing roll,Liscio's,20,hard to judge. not a lot because there was a lot of other stuff so can't take of pts for that.  the meat I had may not have been the best part of the CS,17,wiz.  not really throughout whole CS.  looks like some on roll and on top,16,"can't hate fried mozzarella, fries and marinara",18,good enough place.  I would probably take my CS to the brewery nearby.  can't hate $9.99.  Seeded roll starts you off on the right foot.  $5.99 for a CBD ice tea may have been the last straw for me.,17,88,,,,"132 E Red Bank Ave, Woodbury NJ","132 East Red Bank Avenue, Woodbury, New Jersey 08096, United States",39.843726,-75.145224
438,11/27/2019,Jersey Jerry's,1362 S Delsea Dr,Vineland,NJ,Cumberland County,,sandwich shop/deli,"Cheesesteak aficionados alert!! Roll, meat and cheese working in perfect unison with a nice complement of fried onions and mushrooms. The role was very good but maybe the weak link of this cheesesteak. Putting seeds on it may be the only way to improve the roll. The meat had a taste and texture like shredded steak, heavenly, heavenly steak. About as close to perfect amount of cheese for this amount of meat as you could get. Melted magnificently throughout the meat. The fried onions and mushrooms, I wish there was a touch more, wonderful complements to this cheesesteak. Very good overall experience but I just wasn't feeling the love inside of Jersey Jerry's.",92,,no,no,yes,IDK,yes,no,2,"$9.35 12""","very nice roll, it was not appealling to eye at 1st.  seeds would have been amazing",?,18,"top 3 meat,  taste and texture like shredded steak",19,very good amount and melt,19,fired onions and mushrooms added great flavor.  needed just a touch more of each and better coverage,18,i just wasn't feeling the love.  they obviously have passion because they make an amazing CS but i don't know,18,92,,,,"1362 S Delsea Dr, Vineland NJ","1362 South Delsea Drive, Vineland, New Jersey 08360, United States",39.467266,-75.044896
439,11/29/2019,Connestoga Style Pizza,905 Conestoga Rd,Bryn Mawr,PA,Montgomery county,,pizza shop,"Very good, very old school pizza shop cheese steak. You walk in and you know these guys have been making cheesesteaks together for a long time. I am 99% sure it was a Conshohocken Bakery roll. I like my Conshohocken Bakery rolls. They melted the cheese onto the role in the pizza oven, yummy. I love that. They season the meat nicely so it had a nice flavor. It was $8.50, you know I didn't hate that. It was on the small side. Very good overall experience and the winner of my mini Bryn Mawr looking across Conestoga Road at each other cheesesteak Showdown.",89,,no,no,yes,i think so,yes'ish,no,1,$8.50,"they toast the cheese onto the roll, just the cheese bread mom would makes us",Conshy,19,"good meat, they season it so it had a good flavor",18,melted onto the roll and it worked great,18,okay amount,16,"$8.50, seating, you can tell they have been working together for many years, very good flavor.  more please.",18,89,,,,"905 Conestoga Rd, Bryn Mawr PA","905 Conestoga Rd, Bryn Mawr, Pennsylvania 19010, United States",40.02553,-75.33697
440,11/29/2019,Zesto Pizza,908 Conestoga Rd,Bryn Mawr,PA,Montgomery county,,pizza shop,"Good traditional pizza shop cheese steak. Lettuce and tomato were on the bottom so you get the illusion of more meat than is really there. It was good meat. I would have liked more. Big roll, big roll yes I said it twice because it was a big roll. The roll did not hurt the Cheesesteak but it was a big roll. Fried onions and mushrooms were plentiful and good. Zesto is takeout only and I didn't like the $10.49 price tag. They filled a lot of orders while I was waiting. Good looking menu. Good overall experience.",88,,no,no,no,no,1 spot?,no,1,$10.48,"big roll, big roll, didn't hurt the CS but a big roll",?,17,"good meat, LT on bottom so impression of more meat then there",18,"got sharp provolone, it wasn't very sharp.  good'ish amount & melt",18,good to VG mushrooms and fried onions.  LT were nice.,18,"take out only, they were busy, lots of food going out the door.  I didn't like the $10.49",17,88,,,,"908 Conestoga Rd, Bryn Mawr PA","908 Conestoga Road, Bryn Mawr, Pennsylvania 19010, United States",40.025333,-75.337375
